geometry,SPEED_LIMIT
"MULTILINESTRING ((283350.2746232039 5657251.7246423075, 283348.45591483347 5657252.736436433, 283346.36937934515 5657253.89310961, 283344.8114892373 5657254.760320864, 283343.1161803651 5657255.700118988, 283341.420872087 5657256.639917686, 283339.3413505523 5657257.796299591, 283337.90686001536 5657258.591514918, 283336.4915365409 5657259.341379797, 283335.0341609762 5657259.92596031, 283332.15307859937 5657260.893250278, 283328.5101281039 5657262.115247435, 283324.31938271306 5657263.505012947, 283322.69889244554 5657264.051896041, 283321.10130144435 5657264.642365178, 283320.4085965186 5657265.0389455715, 283318.71841485857 5657266.268089606, 283317.8737784892 5657267.060828963, 283317.062318239 5657267.974679121, 283315.90026396967 5657269.571441689, 283314.78635357996 5657271.143910738, 283313.34240410203 5657273.554342804, 283312.244334774 5657275.838892489, 283311.44169341633 5657277.6321679605))",
"MULTILINESTRING ((292659.78950390546 5659767.350271832, 292705.93913707166 5659765.506739112))",40.0
"MULTILINESTRING ((294991.80491289624 5661752.823805752, 295003.88857477484 5661739.31529467, 295015.9657392368 5661725.818209718, 295028.04252655315 5661712.31003742, 295040.12682523637 5661698.812734244))",40.0
"MULTILINESTRING ((293688.431740207 5653087.99118489, 293688.2747641016 5653084.23380789, 293687.8103262505 5653072.772122405, 293687.3809387343 5653062.188705989, 293686.96264342393 5653051.883222902, 293686.3882606597 5653037.84259779, 293685.9673045684 5653027.470411026, 293685.6404058936 5653019.45509782, 293685.27047210257 5653010.361403927, 293683.99127627676 5652979.011661114, 293683.51539129025 5652967.439083747, 293683.42798992514 5652965.248970351))",50.0
"MULTILINESTRING ((292322.3876252606 5640584.360378348, 292317.66223319963 5640567.847036695, 292312.51734249305 5640450.178409757))",50.0
"MULTILINESTRING ((274196.0998778093 5669310.96511459, 274199.2614187257 5669315.771724512, 274202.5047781585 5669320.68612711, 274204.9599866881 5669324.409918146, 274206.6943935812 5669327.040384794, 274209.1961201948 5669330.7064437))",
"MULTILINESTRING ((292778.93306889525 5641648.2910883725, 292789.81182308466 5641727.938839569, 292790.72804742923 5641730.953212345, 292792.23308049823 5641733.721372776, 292794.2521655044 5641736.134957735, 292796.71802173834 5641738.096440522))",40.0
"MULTILINESTRING ((276529.09818543785 5666060.493702916, 276486.7491291134 5665954.339155066, 276480.78989371855 5665942.580086966, 276473.18310952454 5665932.607783181, 276462.80164652003 5665921.720129318, 276452.2267955843 5665914.616631532, 276442.41219228634 5665909.195377856, 276431.9635155387 5665905.160495487, 276419.4939187533 5665901.903937347, 276407.165513442 5665902.060608345, 276393.17463138705 5665903.659468314, 276380.61502946296 5665906.566165012, 276368.8466473087 5665912.189587483, 276357.85356297164 5665919.839873603, 276347.86745264084 5665927.1011697855, 276336.44212005124 5665932.709770799, 276324.30792840174 5665937.658643675, 276312.06194599275 5665939.872479272, 276298.04123215296 5665940.782352192, 276263.2128625979 5665943.921820034, 276250.6534114188 5665946.828838443, 276238.5043448777 5665951.433292197, 276229.47343429254 5665956.949220252, 276218.86105890456 5665965.607966632, 276209.6959826527 5665976.264345103, 276203.9161563056 5665985.748907365, 276198.50227966567 5665995.908121925, 276195.1608732096 5666004.540463964))",40.0
"MULTILINESTRING ((287063.676239092 5660138.736691389, 287110.1239363599 5660136.630153639))",
"MULTILINESTRING ((285093.2984258768 5669354.451277509, 285090.4590626063 5669352.231227707, 285087.1058530236 5669349.954695147, 285084.0169568744 5669348.1348589705, 285079.74091768137 5669346.075080899, 285075.0731363335 5669344.36577678, 285071.2375858785 5669343.289896639, 285066.9911959064 5669342.44278537, 285063.886213309 5669342.082535227, 285059.7996628505 5669341.874676017, 285056.31272369344 5669341.931313273, 285053.33635237836 5669342.133664024, 285050.5292164368 5669342.5294032805, 285048.08764930296 5669342.954411705, 285045.34947967925 5669343.65909794, 285041.79851510236 5669344.698447469, 285038.5440809637 5669345.959275366, 285035.3954696101 5669347.4050055705, 285031.98195325246 5669349.2181837065, 285027.37225093704 5669352.08366384, 285022.8716043475 5669355.378919895, 285017.97358206206 5669359.392401128, 285008.92410110205 5669367.343623778, 285002.2888927016 5669373.378659006, 284995.3380008023 5669379.571678072, 284987.8969876035 5669386.275212025, 284972.43862833694 5669400.1407435415, 284962.96350040333 5669408.633277644, 284955.17515862786 5669415.574121278, 284944.8438870032 5669424.87092289, 284936.1919370404 5669432.605206203, 284921.6973314617 5669445.383759372, 284914.70468955423 5669451.411597046, 284903.73431560036 5669460.5013502035, 284896.93294347485 5669466.075747645, 284887.87787046755 5669473.214465565, 284879.57178382634 5669479.330705728, 284870.19600873266 5669486.003995293, 284864.4771152392 5669489.985158368, 284858.0666965663 5669494.351631955, 284852.6784813324 5669497.695320868, 284847.0832371599 5669501.114497422, 284840.5451425838 5669504.940638189, 284834.972360811 5669507.724097456, 284827.9755416864 5669510.801015695, 284819.39144617104 5669514.623697212, 284807.3441775149 5669519.905437819, 284794.7065977992 5669525.479191852, 284789.3101578822 5669527.787582785))",
"MULTILINESTRING ((279410.3723453963 5659349.3669357635, 279360.70452608494 5659352.6266412875))",40.0
"MULTILINESTRING ((287250.4542326152 5641482.907466804, 287252.88677966665 5641483.308840068, 287256.1997155466 5641483.707526858, 287258.9403099769 5641484.062866372, 287261.65277524013 5641484.419360526, 287263.45646227547 5641484.601535162))",50.0
"MULTILINESTRING ((290390.65411617886 5659482.5006112475, 290402.75031927763 5659467.866899477))",
"MULTILINESTRING ((281795.3268988781 5661117.389051182, 281786.2965164951 5661117.771183407, 281781.51066399645 5661117.951435412, 281773.0953744858 5661118.274150408, 281766.4950388039 5661118.531205123, 281762.0314498484 5661118.697836729, 281758.780792639 5661118.835411667))",40.0
"MULTILINESTRING ((292151.3931129769 5668759.043366116, 292176.4435588306 5668751.305294484))",50.0
"MULTILINESTRING ((285346.65123498393 5671170.858794022, 285344.14566023275 5671174.593983283, 285341.5477464126 5671178.633720248, 285338.8364635792 5671183.312983265, 285336.1349089819 5671188.392761669, 285333.1050146953 5671194.666741218, 285330.6154150192 5671200.628604328, 285328.840575526 5671205.424676876, 285326.7261454938 5671211.816340085, 285324.9949076931 5671217.991540009, 285323.610972543 5671223.929501805, 285322.61686116655 5671228.971385813))",50.0
"MULTILINESTRING ((281023.49478082755 5659119.556275899, 281021.56556408457 5659119.593599833, 280900.91609493876 5659124.581509243, 280796.28977324854 5659127.610765074, 280772.35547085304 5659127.792315344, 280735.06979409757 5659128.0401409855, 280691.29331089405 5659127.550631231, 280650.38720106566 5659127.3626791965, 280624.11194327613 5659127.4773734305, 280611.4591185921 5659127.625528652, 280600.9185980413 5659127.583666038, 280585.7235841873 5659127.884526367, 280569.7945699451 5659128.261193638, 280553.12549281097 5659128.736206695, 280535.2407227021 5659129.352076662, 280521.58442802017 5659129.843833781, 280506.1863331225 5659130.487679377, 280486.09161428665 5659131.3090984635, 280462.94034152676 5659132.405423136, 280439.77544028324 5659133.3465123195, 280420.8094746739 5659133.964237121, 280407.3167422563 5659134.505022386, 280388.35408844484 5659135.200685499, 280365.11588218244 5659136.234327355, 280348.53572724445 5659136.984645106, 280339.9723197338 5659137.371459768))",
"MULTILINESTRING ((291243.23550165433 5660930.808211866, 291244.21000610985 5660973.774307079))",40.0
"MULTILINESTRING ((285927.8084875253 5647088.697115864, 285885.67270003434 5647090.728228263))",40.0
"MULTILINESTRING ((286028.8111564972 5652262.056092514, 286027.5981914889 5652259.244299433, 286026.0482833172 5652255.2548838, 286024.37561852176 5652251.526678681, 286023.4999548184 5652248.712065529, 286022.7525650374 5652245.769647394, 286022.2609116199 5652243.061641974, 286021.81447617896 5652239.917456874, 286021.16285653017 5652233.173659337, 286020.3119619649 5652227.729897416, 286018.99045324395 5652220.256563035, 286017.0914281286 5652212.4173617065, 286014.76960565866 5652205.063372911, 286012.58960061875 5652199.607792936, 286009.26182027976 5652192.406793445, 286005.562436237 5652185.399350775, 286002.5369442507 5652180.7471533865, 285998.90287101665 5652175.318341015, 285993.4152131725 5652167.906054823, 285989.4339093474 5652163.260009844, 285985.3477861963 5652159.308744986, 285981.36289293424 5652155.765330097, 285976.7337416244 5652152.281989542, 285971.2200031477 5652148.657085102, 285968.62827612075 5652147.183019937, 285966.9227374992 5652146.229084732))",
"MULTILINESTRING ((286334.95095120795 5654402.362148629, 286334.58126974246 5654397.499811467, 286334.24592260673 5654394.317609416, 286334.12687182066 5654391.4382757135, 286333.9314390118 5654389.430717808))",50.0
"MULTILINESTRING ((290101.2598910328 5648457.538933944, 290118.4886148635 5648456.89616971, 290135.7173391175 5648456.253462878, 290152.94606379676 5648455.610813452, 290170.17478889844 5648454.96822143))",
"MULTILINESTRING ((286191.892330731 5672830.6468223, 286180.42752514244 5672846.893387324, 286167.8458779426 5672864.734455829))",40.0
"MULTILINESTRING ((279721.535385467 5659235.047332319, 279693.4434920506 5659236.19100729, 279665.3586086546 5659237.334536159, 279637.266718552 5659238.478517434, 279609.17530495155 5659239.633768839))",40.0
"MULTILINESTRING ((281119.4891069561 5671488.016323245, 280976.7907141078 5671465.19416555, 280931.54630168877 5671461.342191991, 280889.0854265194 5671459.3655246, 280844.5243778662 5671457.746053341, 280803.9656210989 5671457.014319023, 280754.1716280408 5671457.189173105, 280716.866250287 5671458.179278782, 280667.1742140665 5671460.745157856, 280581.8580337672 5671466.603105026, 280379.0855593931 5671481.344908866))",
"MULTILINESTRING ((283141.3757430656 5660931.453616022, 283142.29808887816 5660952.719430385, 283143.2138985214 5660973.996656951, 283143.32983830327 5660976.753695326))",
"MULTILINESTRING ((284089.352701554 5652051.642736933, 284134.25312202575 5652049.757231154))",
"MULTILINESTRING ((293283.58901621244 5664943.037222711, 293374.6970667675 5664939.247479528, 293405.6812481331 5664943.11559212), (293405.6812481331 5664943.11559212, 293451.09552274365 5664957.317768359, 293496.50997134496 5664971.531456021, 293541.91670223867 5664985.73470081, 293587.3301613999 5664999.9380588755), (294268.8405293253 5665164.539290422, 294273.38721552433 5665166.384263727, 294277.36892541824 5665167.951159558, 294287.0359237428 5665171.785238171, 294296.555467902 5665175.614088753, 294302.9732649821 5665178.141541265, 294309.4348301105 5665180.711794041, 294315.0259899637 5665182.9048163, 294319.0090050424 5665184.505096142, 294321.7295298724 5665185.5656359), (294053.12310880097 5665078.879500114, 294066.3462028702 5665084.319212176, 294083.0971061507 5665090.842773151, 294099.2980863607 5665097.466319509, 294113.2100645017 5665102.778385143, 294125.88459353405 5665107.828168872, 294141.1054825061 5665113.789500276), (293953.346548522 5665064.118813657, 294031.1893869344 5665070.915296894, 294053.12310880097 5665078.879500114), (294141.1054825061 5665113.789500276, 294151.29657127813 5665117.9253098285, 294163.5207003617 5665122.759344583, 294174.83505307103 5665127.284575996, 294183.87156621926 5665130.77620753), (294358.3506155039 5665197.231539638, 294364.7778388211 5665198.767654675, 294371.2767276108 5665200.16729324, 294375.7203912192 5665201.014296756, 294379.9841772287 5665201.745998966, 294384.5563931769 5665202.476524817, 294389.86313365656 5665203.166591991, 294393.8459365149 5665203.709090416, 294397.3727670597 5665204.069362994, 294399.6684332325 5665204.322899254), (293587.3301613999 5664999.9380588755, 293599.8015570406 5665003.046062269, 293612.2659358822 5665006.154375993, 293624.73685244005 5665009.251321512, 293637.20819774485 5665012.359414296), (293637.20819774485 5665012.359414296, 293757.85306385334 5665052.691283265, 293778.52688962553 5665056.8408621065, 293861.7671225859 5665060.089235926), (294321.7295298724 5665185.5656359, 294327.0581361549 5665187.680075154, 294332.0360982036 5665189.441061409, 294340.5469864879 5665192.241291748, 294345.2977356805 5665193.755254272, 294349.013986653 5665194.82058383, 294352.3088167586 5665195.691175927, 294355.03134042455 5665196.45100173, 294358.3506155039 5665197.231539638), (293164.55901882483 5664970.332007706, 293169.2346986673 5664967.516276427, 293173.97352774674 5664964.876179738, 293179.0903660869 5664962.220907288, 293183.5255053198 5664960.049566373, 293191.410835184 5664956.670684889, 293198.3526252693 5664954.064638708, 293202.1142499726 5664952.75551293, 293209.4873581364 5664950.588713534, 293217.26438787003 5664948.52819619, 293224.34019412985 5664947.163967274, 293232.25958690036 5664945.854962597, 293239.77504443715 5664944.963060344, 293245.557437256 5664944.563888081, 293254.07090539514 5664944.255521714, 293261.89702434244 5664943.941355255, 293271.3957226766 5664943.548926538, 293283.58901621244 5664943.037222711), (292946.85271089186 5665085.356478761, 292954.60637825297 5665083.942338455, 292962.5012372952 5665082.377773456, 292972.7955792258 5665079.9818229405, 292982.0205765191 5665077.495254707, 292991.275515444 5665074.706843973, 292997.8372764337 5665072.594609052, 293003.43885927333 5665070.6657367535, 293005.9431967753 5665069.651973873), (294399.6684332325 5665204.322899254, 294403.8974531331 5665204.710817328, 294407.5213900981 5665205.044949418, 294413.1910171819 5665205.341955345, 294417.1679434037 5665205.561785051, 294421.04332258424 5665205.6965899905, 294425.3696881586 5665205.713177491, 294433.88542989537 5665205.651614912, 294437.81882263406 5665205.483466044, 294440.422714456 5665205.379525222, 294444.5652110252 5665205.180764265), (293005.9431967753 5665069.651973873, 293014.28846442606 5665066.7331383545, 293022.69778259035 5665063.488816035, 293030.6891984007 5665060.138813734, 293037.7174586232 5665057.072510064, 293045.15619423497 5665053.577711335, 293050.79341233394 5665050.790035225, 293057.3672955255 5665047.407957134, 293063.1976977622 5665044.367553918, 293068.30978886277 5665041.422832817), (293068.30978886277 5665041.422832817, 293073.67775814707 5665038.3898881385, 293078.7372873545 5665035.358206972, 293086.72075805394 5665030.2380884895, 293092.6554629988 5665026.302699016, 293099.18682529195 5665021.686358069, 293105.24577133544 5665017.178088101, 293111.34763027565 5665012.167009527, 293116.1859044656 5665008.16434255, 293123.1251192225 5665002.529465994, 293127.56902056106 5664998.832173058), (293127.56902056106 5664998.832173058, 293133.58304834703 5664993.902599612, 293138.518911094 5664989.884900641, 293142.2808356559 5664986.838596471, 293146.0493181788 5664983.78089656, 293150.05998369795 5664980.468494064, 293152.9620820029 5664978.35869936, 293156.36611302244 5664975.827873317, 293160.11970436026 5664973.271875072, 293163.0267222499 5664971.284378199, 293164.55901882483 5664970.332007706), (293906.90037189575 5665062.079985255, 293953.346548522 5665064.118813657), (293861.7671225859 5665060.089235926, 293906.90037189575 5665062.079985255), (294183.87156621926 5665130.77620753, 294225.988375793 5665147.4885432515), (294225.988375793 5665147.4885432515, 294268.8405293253 5665164.539290422))",50.0
