CROSS_STREET_NAME1,CROSS_STREET_NAME2,CROSSWALK_TYPE,CROSSWALK_COMP,NUMBER_OF_CROSSWALKS,MATERIAL,DIRECTION,POINT
5 AVE SW,7 ST SW,DOWNTOWN,REGULAR CROSSWALK,4,MMA,NSEW,POINT (-114.07860168956722 51.048836648755845)
WOODPARK BLVD SW,WOODSIDE GATE SW,REGULAR,REGULAR CROSSWALK,2,PAINT,NW,POINT (-114.10961423307529 50.93769746138405)
SUNVISTA RD SE,SUNVISTA CL - 62m E OF,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.03623954213607 50.897568718670726)
HAMPTONS DR NW,HAMPSTEAD GARDEN NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.1307820107889 51.14356222136236)
144 AVE NE,1 ST,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-114.06921599101817 51.183377620463446)
52 ST SE,61 AVE SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.95845628477277 50.998992519189926)
DOUGLAS WOODS DR SE,DOUGLAS WOODS GROVE SE,REGULAR,LADDER CROSSWALK,1,PAINT,S,POINT (-113.98934843629353 50.9420619723858)
17 AV SW,26A ST SW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.1251998813284 51.037806909022834)
EDMONTON TR NE,20 AVE NE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.0561274309745 51.07062615105092)
AUBURN BAY BLVD SE,AUBURN BAY GA SE,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-113.95866805331221 50.88489934765141)
8 AVE NE,ROBERT RD NE,RSM,STOP LINE,1,PAINT,N,POINT (-114.03269698186469 51.059444922325056)
14 ST NW,24 AVE NW,SIGNAL,REGULAR CROSSWALK,2,PAINT,SW,POINT (-114.0947501574024 51.07427832079802)
16 AVE NW,CENTRE ST N,SIGNAL,STOP LINE,4,,NSEW,POINT (-114.06252176725336 51.06697557659802)
12 ST SE,8 AVE SE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.0336115056931 51.042053036695194)
11 AVE SW,16 ST SW,DOWNTOWN,LADDER CROSSWALK,2,PAINT,EW,POINT (-114.09922548975068 51.04340078352843)
24 ST SW,WOODPARK BLVD SW,RSM,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.11804191527713 50.93580795683766)
48 ST NW,20 AVE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.16154280768147 51.07617911374455)
SOMERSET DR SW,SOMERGLEN COMMON,SCHOOL,LADDER CROSSWALK,3,PAINT,SEW,POINT (-114.08424853656959 50.896992342202644)
CHAPARRAL DR SE,CHAPARRAL PARK SE,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.03740175226518 50.8867863724032)
CENTRE ST N,34 AVE N,REGULAR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.06243333754381 51.08323961397984)
58 ST SE,S 0F PENWORTH CL,SCHOOL,LADDER CROSSWALK,1,PAINT,MID,POINT (-113.94967595586935 51.04683453474846)
PARKLAND BLVD SE,PARKSIDE DR SE,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.03719609874827 50.92852889680197)
32 AVE NE,64 ST NE,SIGNAL,RIGHT TURN,2,PAINT,NS,POINT (-113.94094869846033 51.081530029903476)
85 ST SW,14 AVE SW,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.21105542407663 51.04517990502922)
17 AVE SE,34 ST SE,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.98461664145549 51.03788471516983)
TEMPLEGREEN DR NE,TEMPLEVALE DR NE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.94534803695187 51.0910534456343)
68 ST SE,90 AVE SE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.93523237416983 50.97307089268597)
VARSITY DR NW,48 ST NW,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.15750879164433 51.093880009010235)
20A ST SE,LYNNDALE ROAD SE,SCHOOL,LADDER CROSSWALK,2,PAINT,NE,POINT (-114.010207812919 50.989682292995084)
LEGACY CIRCLE SE,LEGACY GLEN WAY SE,RSM,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.00312830244833 50.852747592627225)
CENTRE ST N,18 AVE N,CORRIDOR,LADDER CROSSWALK,1,PAINT,S,POINT (-114.0625290004529 51.06879769558661)
84 ST SE,9 AVE SE,SIGNALIZED,STOP LINE,3,PAINT,NSW,POINT (-113.9118288191025 51.04430749275479)
BANFF TR NW,23 AVE NW,REGULAR,STOP LINE,1,PAINT,S,POINT (-114.1160380099393 51.07120935487038)
SILVERADO BLVD SW,SILVERADO RIDGE LINK SW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.0852902617879 50.88640242106349)
BONAVENTURE DR SE,94 AVE SE,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.06876377877975 50.968618927562964)
MAPLECREEK DR SE,MAPLEMONT RD SE,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-114.04027437957654 50.961952594628855)
TEMPLE DR NE,64 ST NE,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-113.94268595164255 51.092628052298004)
EVANSTON DR NW,EVANSBOROUGH WAY NW,SCHOOL,LADDER CROSSWALK,2,MMA,NE,POINT (-114.11995813377176 51.17976337225017)
8 ST SW,DORCHESTER AVE SW,SCHOOL,LADDER CROSSWALK,2,PAINT,NW,POINT (-114.08360380383594 51.030424131542965)
85 AV SE,27 ST SE,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.99590537828497 50.97676703043628)
PATTERSON BLVD SW,PATINA DR SW,MULTIWAY STOP,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-114.17854805584653 51.06297301097332)
26 ST SE,140M WEST OF BARLOW TR AT RRXING,MID BLOCK,"""X"" RRXING",2,PAINT,NS,POINT (-113.9973421754992 51.00400234235327)
ELBOW DR SW,73 AVE SW,CORRIDOR,STOP LINE,1,PAINT,W,POINT (-114.08315765625457 50.987788455386614)
17 AVE SE,50 ST SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.96136379604499 51.03782264484211)
ROCKY RIDGE RD NW,ROYAL OAK DR NW,REGULAR,RIGHT TURN,2,PAINT,EW,POINT (-114.23418839736331 51.13863482815297)
31 AVE NW,E OF BOWVIEW RD NW,SCHOOL,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.176665612784 51.08061916084721)
4 ST NW,54 AVE NW,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.07148095388348 51.10113233883531)
BOWNESS RD NW,62 ST NW,REGULAR,LADDER CROSSWALK,1,PAINT,W,POINT (-114.17817370244578 51.084878386674085)
SOUTHLAND DR SE,FAIRMOUNT DR SE,RED LIGHT CAMERA,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.05866300112733 50.96406723380267)
EVERGREEN HILL SW,AT 1551 N OF EVERGREEN TERRACE SW,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.0975149338321 50.93171119194219)
BRAESIDE DR SW,104 AVE SE,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.10331490680333 50.95953092113639)
WOODFIELD DR SW,300 WOODFIELD PLACE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.12148056839912 50.938781373197436)
HAWKSTONE DR NW,100 HAWKSTONE PL NW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.1665486811526 51.13324872289091)
MOUNTAIN PARK DR SE,S OF MT BALCHER PL,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-113.99401204217853 50.90971055470941)
GROVE HILL RD SW,GRANLEA PLACE SW,SCHOOL,STOP LINE,1,PAINT,N,POINT (-114.15802217470893 51.03534331138723)
COUNTRY VILLAGE LINK NE,BETWEEN NOTRE DAME HIGH SCHOOL AND VIVO CENTRE,CORRIDOR,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.0677894347035 51.15860638262068)
SCENIC ACRES DR NW,SCENIC RIDGE GATE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.2186654450694 51.111044588647744)
HERITAGE DR SW,HADDON RD SW,SIGNAL,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.07620375318959 50.979557443060166)
SIERRA MORENA BLVD SW,SIERRA VISTA CIRCLE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.1822935950789 51.020455201816866)
52 AVE NW,BARRET DR NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.1352071219583 51.10098951193148)
146 AVE SE,DEER LANE RD/EAST LEG,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.00858762139039 50.922515550163716)
24 ST SW,WOODVIEW DR SW,SIGNAL,RIGHT TURN,3,PAINT,SEW,POINT (-114.11795890193567 50.941251717218535)
69 ST NW,112 AV NW,,,1,PAINT,N,POINT (-114.18760551422305 51.15569060644758)
RICHARDSON WAY SW,RICHARDSON RD SW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.13648326103088 51.0133341944198)
MT MCKENZIE DR SE,MT DOUGLAS CL SE,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-113.98130983047665 50.9230945599695)
NOSE HILL DR NW,SILVER SPRINGS RD NW,REGULAR,STOP LINE,1,PAINT,E,POINT (-114.21116114079153 51.1098719828541)
63 AVE SW,LANCASTER WAY SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.12650863036444 50.997649231348376)
14 AVE NW,E. OF 19 ST NW,MID BLOCK,STOP X,7,PAINT,EW,POINT (-114.10540092146807 51.065172207426095)
AUBURN BAY AVE SE,AUBURN MEADOWS BV SE,SCHOOL,STOP LINE,1,PAINT,N,POINT (-113.94922006351632 50.89249326319629)
PROMENADE WAY SE,MCKENZIE TOWNE LINK,RSM,REGULAR CROSSWALK,2,PAINT,SE,POINT (-113.9588539605156 50.91232591034258)
15 ST SW,9 AVE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.096201092504 51.04553545266696)
LEGACY VILLAGE LINK SE,NAPHTHA PLAZA,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.02754475094454 50.861768504094165)
FREEPORT BLVD NE,BARLOW TR NE,SIGNAL,RIGHT TURN,2,PAINT,SW,POINT (-114.00177555278007 51.15079922978021)
17 AVE SW,8 ST SW,DOWNTOWN,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08181072944011 51.0378201928858)
85 ST NW,46 AVE NW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.21097972513365 51.094086127733824)
ANDERSON RD SE,ACADIA DR SE,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.04197434574053 50.948253707077654)
GLENCASTLE ST SW,25 AVE SW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.14676627088159 51.03169020748694)
MT MCKENZIE DR SE,MT. SELKIRK CL SE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.98175128447772 50.91773708817179)
16 AVE NW,12 ST NW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08980897409714 51.066907654899886)
73 AVE SW,11 ST SW,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.08834516674264 50.9875698018044)
SARCEE TR NW,NOLANRIDGE CR NW,RSM,RIGHT TURN,2,PAINT,SE,POINT (-114.17386146417375 51.17137375866754)
AUBURN BAY AVE SE,AUBURN BAY DR,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.95690215324107 50.893309376744355)
11 ST SE,19 AVE SE,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.03679085084347 51.03620744865424)
CROWFOOT CIRCLE NW,CROWFOOT WAY NW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.20263883253084 51.12431262590107)
6 ST SW,SOMERSET GATE SW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.07535432068552 50.89988555839728)
26 AVE SW,26A ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.12518407511462 51.03005829541061)
KINCORA HEIGHTS NW,AT 249,MID BLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.13292657612966 51.156856294244264)
COVENTRY DR NE,COVINGTON CLOSE NE,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.04310567363869 51.16169398632603)
24 ST SW,PALLISER DR SW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.11793555000618 50.96945805245625)
MACLEOD TR S,6 AVE SE,DOWNTOWN,STOP LINE,2,MMA,SE,POINT (-114.05798518702825 51.047308163589804)
MCIVOR BLVD SE,COOPERFIELD BLVD SE,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-113.93223945562507 50.91933620554043)
11 ST SE,59 AVE SE,SIGNALIZED,STOP LINE,3,PAINT,NSE,POINT (-114.03724316419354 50.999509877824174)
COUNTRY HILLS BLVD NW,CITADEL WAY NW,SIGNAL,RIGHT TURN,1,PAINT,N,POINT (-114.19544735696611 51.142704682022604)
53 ST NW,CROWCHILD TR NW,SIGNAL,STOP X,1,PAINT,S,POINT (-114.16468560622266 51.105481349947716)
SARCEE TR NW,CROWCHILD TR NW,SIGNALIZED,RIGHT TURN,1,PAINT,S,POINT (-114.17917311773307 51.10955513677935)
24 ST SW,98 AVE SW,REGULAR,STOP LINE,1,PAINT,E,POINT (-114.1178718689189 50.9649725404312)
CENTRE ST N,14 AVE N,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.06255095898807 51.06538384182746)
15 ST SE,41 AVE SE AT RRXING,RSM,STOP LINE,2,PAINT,W,POINT (-114.02529552184949 51.01705533725244)
26 AVE SW,17 ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.10206300364862 51.03044291748902)
14 ST NW,MACEWAN DR NW,SIGNAL,RIGHT TURN,1,MMA,N,POINT (-114.10722348737657 51.134840714536416)
39 AVE NW,77 ST NW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.19931469578898 51.08789303701536)
NOSE HILL DR NW,AT 5029 TIM HORTON AND A&W ENTRANCE,SIGNALIZED,STOP LINE,2,PAINT,EW,POINT (-114.23976386540123 51.107090082992244)
CITADEL WAY NW,CITADEL RIDGE PARK NW,SCHOOL,LADDER CROSSWALK,2,MMA,SE,POINT (-114.18854398645064 51.146904628825695)
SHAWVILLE BLVD SE,SHAWVILLE GATE SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.06327632098768 50.89948258376286)
137 AVE SE,DEER POINT RD SE,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.02889254592425 50.92768907672319)
84 ST SE,BELVEDERE DR SE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.9106359993603 51.04256800039593)
DOUGLASDALE BLVD SE,DOUGLAS PARK BLVD SE,REGULAR,RIGHT TURN,1,PAINT,N,POINT (-114.00011445431345 50.942204601733906)
18 ST SE,GLENMORE SQUARE SE,SIGNAL,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.01584520214324 50.983879947456366)
18 ST SE,LYSANDER DR SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.01554638839416 50.98797774000754)
SETON CRESCENT SE,,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.95892557962382 50.879493889971755)
DALHOUSIE DR NW,DALTON DR NW,CORRIDOR,STOP LINE,2,PAINT,NS,POINT (-114.15475505573166 51.10483661047749)
MAHOGANY BLVD SE,MAHOGANY WAY SE,SCHOOL,LADDER CROSSWALK,4,PAINT,NSEW,POINT (-113.92528973613393 50.90201788130623)
3 AVE SE,1 ST SE,DOWNTOWN,STOP LINE,2,PAINT,NW,POINT (-114.06023355475068 51.05020835602869)
HERITAGE DR SW,ELBOW DR SW,SIGNAL,STOP X,4,PAINT,NSEW,POINT (-114.08316951072923 50.9795680012553)
SHAGANAPPI TR NW,NOLAN HILL BLVD NW,SIGNALIZED,RIGHT TURN,1,PAINT,W,POINT (-114.15473398998567 51.17283966535939)
HAMPTONS BLVD NW,HAMPSTEAD WAY NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.1451105546231 51.141168618728074)
25 ST SW,26 AVE SW,CORRIDOR,LADDER CROSSWALK,1,PAINT,E,POINT (-114.12081062566931 51.03006289830847)
10 AVE SW,6 ST SW,SIGNALIZED,STOP LINE,3,MMA,SEW,POINT (-114.07646477779387 51.043687029633375)
KENSINGTON RD NW,18 ST NW,CORRIDOR,LADDER CROSSWALK,1,MMA,E,POINT (-114.10243853278766 51.05251383621357)
144 AVE NE,LIVINGSTONE GATE NE,RSM,STOP LINE,1,PAINT,N,POINT (-114.06487934597031 51.183466320417935)
32 AVE NE,32 ST NE,SIGNAL,RIGHT TURN,2,PAINT,NS,POINT (-113.98865739178817 51.081514952557015)
32 AVE NE,34 ST NE,SIGNAL,RIGHT TURN,1,PAINT,N,POINT (-113.98549114423001 51.08150385174454)
6 AVE SW,11 ST SW,DOWNTOWN,REGULAR CROSSWALK,4,MMA,NSEW,POINT (-114.08854060267257 51.048153656821555)
HARVEST HILLS BLVD NE,PANATELLA BLVD NW,SIGNAL,RIGHT TURN,2,PAINT,EW,POINT (-114.07038234500082 51.16429756281203)
4 AVE NE,59 ST NE,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-113.94660473198539 51.05620061303242)
DALTON DR NW,DALTON BAY NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.14730564270546 51.10504051908096)
51 ST SW,33 AVE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.160990933807 51.02388527386308)
19 AVE SE,45 ST SE,RSM,STOP LINE,2,PAINT,NS,POINT (-113.96859520030702 51.03629085282088)
32 AVE NW,31 ST NW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.12920691375734 51.081741692506114)
18 ST NW,24 AVE NW,REGULAR,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.10459662271478 51.074265494698814)
SPRUCE DR SW,WILDFLOWER ARTS CENTRE,SCHOOL,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.1350803709875 51.04639771129515)
37 ST SW,21 AV SW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.14120426352859 51.034701721714136)
8 AVE SW,1 ST SW,DOWNTOWN,LADDER CROSSWALK,2,MMA,NS,POINT (-114.06550772478613 51.045599253703536)
11 ST SE,500M S OF HERITAGE MEADOWS SE,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-114.04477674911355 50.97988743059825)
MAHOGANY BLVD SE,MAHOGANY AVE,MULTIWAY STOP,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-113.93657618156419 50.896901790697726)
29 ST NW,PARKDALE BLVD NW,SIGNAL,STOP LINE,3,PAINT,NEW,POINT (-114.12956701064488 51.05538249191515)
52 ST SE,114 AVE SE,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-113.95813726112976 50.95054835853514)
SHAWNEE DR SW,SHAWNEE BAY,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.08506670436464 50.92648298930613)
VARSITY DR NW,VEGAS RD NW,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.14731051733149 51.09198232275137)
5 ST SW,18 AVE SW,DOWNTOWN,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.07418850989596 51.03693142132496)
EVANSTON WAY NW,AT 255 EVANSTON WAY NW,SCHOOL,LADDER CROSSWALK,1,MMA,MID,POINT (-114.1016859942835 51.17603194834991)
WENTWORTH RD SW,WENTWORTH WAY SW,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.20554100464442 51.056759013357265)
MCIVOR BLVD SE,COPPERSTONE ST SE,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-113.934721757491 50.915671545486255)
NB EXIT TO 9 AVE SW,FR NB 14 ST,REGULAR,LADDER CROSSWALK,1,PAINT,E,POINT (-114.09449940756404 51.04593776235798)
36 ST NE,44 AVE NE,SIGNAL,RIGHT TURN,1,PAINT,E,POINT (-113.98173956167165 51.09115522952288)
CROWFOOT CIRCLE NW,E OF CROWFOOT PARADE NW,MID BLOCK,REGULAR CROSSWALK,1,MMA,E,POINT (-114.20658231706847 51.12373710413991)
22 ST SW,26 AV SW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.11435290404485 51.030414824374674)
ELBOW DR SW,70 AVE SW,SCHOOL,STOP LINE,1,PAINT,W,POINT (-114.08312716100325 50.99053048485952)
104 AV NE,38 ST NE,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.97788446808579 51.14696746545558)
17 AVE SW,14 ST SW,DOWNTOWN,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.09470773863231 51.037832062979874)
69 ST SW,SPRINGBANK BLVD SW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.19156718743092 51.01757841860967)
54 AVE SW,LANGTON DR SW,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.11633745926137 51.00496790109481)
19 ST NW,CAPRI AVE  NW,REGULAR,STOP LINE,2,PAINT,EW,POINT (-114.10791176797495 51.08984439140847)
84 ST SE,BELVEDERE AVE SE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-113.90814678204036 51.04035435265103)
SHAWVILLE GATE SW,SOMERVALE CO SW,SIGNAL,STOP LINE,4,PAINT,NSEW,POINT (-114.07005874233647 50.898117680335304)
WALDEN DR SE,WALDEN BLVD SE,RSM,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.03027815694264 50.868119689150426)
LAKE LUCERNE DR SE,LAKE LUCERNE RD SE,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.0452077000849 50.932459396839974)
SIENNA PARK DR SW,SIENNA PARK PL SW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.18046718364842 51.02518903945516)
LINCOLN WAY SW,LINCOLN WAY SW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.13870975258016 51.011810779157344)
6 ST NE,32 AV NE,SIGNAL,STOP X,1,PAINT,N,POINT (-114.04890625001832 51.08843612426252)
PARKSIDE DR SE,PARKSIDE WAY SE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.03755930836297 50.92773165567093)
78 AVE SW,CHURCHILL DR SW,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.09081636163005 50.984271837471674)
FREEPORT BLVD NE,FREEPORT DR,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.00654133975844 51.150780993120115)
17 AV SW,24A ST SW,RSM,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.11936655458499 51.03781019140188)
8 AVE SW,9 ST SW,DOWNTOWN,STOP X,2,MMA,EW,POINT (-114.08369732904724 51.04612956987858)
9 AVE SW,10 ST SW,DOWNTOWN,STOP X,1,MMA,N,POINT (-114.08623616112392 51.045256988547855)
ACADIA DR SE,ACADEMY DR SE,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-114.04841398924694 50.96688558291823)
17 AVE SE,43 ST SE,RSM,STOP LINE,1,INLAY,N,POINT (-113.97144650051845 51.037864542394054)
ELBOW DR SW,GARDEN CR SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.07597792347708 51.02866085222338)
OAKWOOD DR SW,N OF OAKHILL DR,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.12596152538673 50.96750030435313)
KENSINGTON RD NW,14 ST NW,SIGNAL,REGULAR CROSSWALK,4,MMA,NSEW,POINT (-114.09469128252499 51.052525304488846)
QUEENSLAND DR SE,QUEEN ISABELLA CL SE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.02863381097029 50.93472360216797)
METIS TR NE,128 AVE NE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-113.96998961738178 51.16536264968652)
QUARRY PARK BLVD SE,QUARRY GATE SE,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.01759639154419 50.961430752988974)
COUGAR RIDGE AVE SW,COUGAR RIDGE CIRCLE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.20195375106782 51.0688478725521)
SPRINGBANK BLVD SW,SPRINGBANK DR SW,RSM,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.20228663972355 51.019126284624775)
COVENTRY HILLS WAY NE,COUNTRY VILLAGE RD NE,MULTIWAYS,RIGHT TURN,4,PAINT,NSEW,POINT (-114.0565086982732 51.163138253237996)
VALIANT DR NW,40 ST NW,SCHOOL,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.14726831491876 51.09072898617597)
9 ST NE,64 AVE,SIGNAL,RIGHT TURN,3,PAINT,SWE,POINT (-114.04135015157301 51.1105668707895)
36 ST NE,RUNDLEHORN DR NE,SIGNAL,RIGHT TURN,3,PAINT,SEW,POINT (-113.98171420218726 51.071507857790024)
26 AVE SW,35 ST SW,SCHOOL,LADDER CROSSWALK,2,PAINT,EW,POINT (-114.13833538200663 51.03005739680796)
17 AVE SE,52 ST SE,SIGNALIZED,RIGHT TURN,2,PAINT,NS,POINT (-113.95839722879766 51.03778536366682)
BRIDLERIDGE WAY SW,BRIDLEWOOD RD SW,SCHOOL,LADDER CROSSWALK,2,PAINT,SE,POINT (-114.10923515575108 50.90214202495939)
14 AVE NW,14 ST NW,SIGNAL,STOP X,6,PAINT,S,POINT (-114.09394017419592 51.0643964130094)
11 ST NW,GLADSTONE RD NW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08881892846728 51.05576415957578)
3 AVE SW,4 ST SW,DOWNTOWN,REGULAR CROSSWALK,4,MMA,NSEW,POINT (-114.07150767808037 51.05052472280762)
PARKLAND BLVD SE,PARKSIDE DR SE,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.02813386851254 50.92362106717026)
CROWCHILD TR SW,33 AVE SW,SIGNAL,RIGHT TURN,2,PAINT,SE,POINT (-114.11720693160918 51.0239538465429)
16 ST NW,BROADVIEW RD NW,REGULAR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.09818095533123 51.050199390379)
SHAGANAPPI TR NW,40 AVE NW,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.1537133083251 51.088260470417076)
RIVERBEND DR SE,RIVERSIDE CLOSE SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.0252288607992 50.97713350067593)
7 ST NW,17 AVE NW,MULTIWAY STOP,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.07889938164222 51.067871505413535)
17 AVE SW,6 ST SW,DOWNTOWN,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.07688500794166 51.03782353707359)
32 AVE NW,33 ST NW,CORRIDOR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.13415297532428 51.08150069361159)
